# interval_ms: 25,,,,,,,
# vehicle: C172,,,,,,,
# record_count: 6880,,,,,,,
# duration: 198.431,,,,,,,
# time,x,y,z,roll,pitch,yaw,on ground
0,0,-0.001,0,0.002,-0.017,0.022,1
0.026,0,-0.001,0,0.002,-0.017,0.022,1
0.056,0,0,0,0.002,-0.017,0.022,1
0.091,0,0,0,0.002,-0.017,0.022,1
0.129,0,0,0,0.002,-0.017,0.022,1
0.169,0,0,0,0.002,-0.017,0.022,1
0.252,0,0,0,0.002,-0.017,0.022,1
0.283,0,0,0,0.002,-0.017,0.022,1
0.321,0,0,0,0.002,-0.017,0.022,1
0.365,0,0,0,0.002,-0.017,0.022,1
0.402,0,0,0,0.002,-0.017,0.022,1
0.434,0,0,0,0.002,-0.017,0.022,1
0.468,0,0,0,0.002,-0.018,0.022,1
0.5,0,0,0,0.002,-0.018,0.022,1
0.533,0,0,0,0.002,-0.018,0.022,1
0.566,0,0,0,0.002,-0.018,0.022,1
0.597,0,0,0,0.002,-0.018,0.022,1
0.629,0,0,0,0.002,-0.018,0.022,1
0.658,0,0,0,0.002,-0.018,0.022,1
0.69,0,0,0,0.002,-0.018,0.022,1
0.72,0,0,0,0.002,-0.018,0.022,1
0.75,0,0,0,0.002,-0.018,0.022,1
0.782,0,0,0,0.002,-0.018,0.022,1
0.811,0,0,0,0.002,-0.018,0.022,1
0.842,0,0,0,0.002,-0.018,0.022,1
0.873,0,0,0,0.002,-0.018,0.022,1
0.91,0,0,0,0.002,-0.018,0.022,1
0.94,0,0,0,0.002,-0.018,0.022,1
0.971,0,0,0,0.002,-0.018,0.022,1
1.002,0,0,0,0.002,-0.018,0.022,1
1.033,0,0,0,0.002,-0.018,0.022,1
1.064,0,0,0,0.002,-0.018,0.022,1
1.105,0,0,0,0.002,-0.018,0.022,1
1.133,0,0,0,0.002,-0.018,0.022,1
1.172,0,0,0,0.002,-0.018,0.022,1
1.236,0,0,0,0.002,-0.018,0.023,1
1.265,0,0,0,0.002,-0.018,0.023,1
1.303,0,0,0,0.002,-0.018,0.023,1
1.334,0,0,0,0.002,-0.018,0.023,1
1.362,0,0,0,0.002,-0.018,0.023,1
1.39,0,0,0,0.002,-0.018,0.023,1
1.422,0,0,0,0.002,-0.018,0.023,1
1.453,0,0,0,0.002,-0.018,0.023,1
1.482,0,0,0,0.002,-0.018,0.023,1
1.512,0,0,0.001,0.002,-0.018,0.024,1
1.543,0,0,0.001,0.002,-0.018,0.025,1
1.574,0,0,0.001,0.002,-0.018,0.026,1
1.603,0,0,0.001,0.002,-0.018,0.027,1
1.631,0,0,0.001,0.002,-0.018,0.028,1
1.66,0,0,0.001,0.002,-0.018,0.03,1
1.688,0,0,0.001,0.002,-0.018,0.031,1
1.718,0,0,0.001,0.002,-0.018,0.032,1
1.747,0,0,0.001,0.002,-0.018,0.033,1
1.777,0,0,0.001,0.002,-0.018,0.034,1
1.807,0,0,0,0.002,-0.018,0.036,1
1.836,0,0.001,0,0.002,-0.018,0.037,1
1.863,0,0.001,0,0.002,-0.018,0.038,1
1.893,0,0.001,0,0.002,-0.018,0.039,1
1.922,0,0.001,0,0.002,-0.018,0.04,1
1.952,0.001,0.001,0,0.002,-0.018,0.042,1
1.983,0.001,0.002,0,0.002,-0.018,0.043,1
2.023,0.001,0.002,0,0.002,-0.018,0.044,1
2.052,0.001,0.002,0,0.002,-0.018,0.047,1
2.081,0.001,0.003,0,0.002,-0.017,0.049,1
2.113,0.001,0.003,0,0.002,-0.017,0.051,1
2.142,0.001,0.003,0,0.002,-0.017,0.053,1
2.172,0.002,0.003,0,0.002,-0.017,0.055,1
2.202,0.002,0.003,0,0.002,-0.017,0.058,1
2.23,0.002,0.003,-0.001,0.002,-0.017,0.06,1
2.26,0.002,0.002,-0.001,0.002,-0.017,0.063,1
2.288,0.002,0.002,-0.001,0.002,-0.017,0.065,1
2.317,0.003,0.002,-0.001,0.002,-0.017,0.068,1
2.346,0.003,0.001,-0.001,0.002,-0.017,0.07,1
2.376,0.003,0.001,-0.001,0.002,-0.017,0.073,1
2.404,0.003,0.001,-0.001,0.002,-0.017,0.075,1
2.435,0.003,0,-0.001,0.002,-0.017,0.078,1
2.463,0.004,0,-0.001,0.002,-0.017,0.08,1
2.491,0.004,-0.001,-0.001,0.002,-0.017,0.083,1
2.52,0.004,-0.001,-0.001,0.002,-0.017,0.085,1
2.551,0.004,-0.001,-0.001,0.002,-0.017,0.088,1
2.58,0.004,-0.002,-0.001,0.002,-0.017,0.09,1
2.609,0.004,-0.002,-0.002,0.003,-0.017,0.093,1
2.639,0.005,-0.002,-0.002,0.003,-0.017,0.095,1
2.667,0.005,-0.002,-0.002,0.003,-0.017,0.098,1
2.695,0.005,-0.002,-0.002,0.003,-0.017,0.1,1
2.724,0.005,-0.002,-0.002,0.003,-0.017,0.102,1
2.753,0.005,-0.003,-0.002,0.003,-0.017,0.105,1
2.781,0.005,-0.003,-0.002,0.003,-0.017,0.107,1
2.81,0.005,-0.003,-0.002,0.003,-0.017,0.109,1
2.839,0.006,-0.003,-0.002,0.003,-0.018,0.111,1
2.867,0.006,-0.003,-0.002,0.003,-0.018,0.113,1
2.896,0.006,-0.003,-0.002,0.003,-0.018,0.115,1
2.922,0.006,-0.003,-0.002,0.003,-0.018,0.118,1
2.951,0.006,-0.002,-0.002,0.003,-0.018,0.12,1
2.981,0.007,-0.002,-0.002,0.003,-0.018,0.122,1
3.01,0.007,-0.002,-0.002,0.003,-0.018,0.124,1
3.038,0.007,-0.002,-0.002,0.003,-0.018,0.126,1
3.066,0.007,-0.002,-0.002,0.003,-0.018,0.128,1
3.097,0.008,-0.001,-0.002,0.003,-0.018,0.13,1
3.128,0.008,-0.001,-0.002,0.003,-0.018,0.133,1
3.156,0.008,-0.001,-0.002,0.003,-0.018,0.135,1
3.185,0.009,-0.001,-0.002,0.003,-0.018,0.137,1
3.212,0.009,0,-0.002,0.004,-0.018,0.139,1
3.241,0.009,0,-0.002,0.004,-0.018,0.141,1
3.269,0.01,0,-0.002,0.004,-0.018,0.143,1
3.299,0.01,0,-0.002,0.004,-0.018,0.145,1
3.327,0.01,0.001,-0.002,0.004,-0.018,0.147,1
3.353,0.011,0.001,-0.002,0.004,-0.018,0.149,1
3.382,0.011,0.001,-0.002,0.004,-0.018,0.151,1
3.411,0.012,0.001,-0.002,0.004,-0.018,0.153,1
3.44,0.012,0.001,-0.002,0.004,-0.018,0.154,1
3.467,0.012,0.001,-0.002,0.004,-0.018,0.156,1
3.494,0.013,0.001,-0.002,0.004,-0.018,0.158,1
3.522,0.013,0.001,-0.002,0.004,-0.018,0.159,1
3.551,0.014,0.001,-0.002,0.004,-0.018,0.161,1
3.579,0.014,0,-0.002,0.004,-0.018,0.163,1
3.609,0.015,0,-0.002,0.004,-0.018,0.164,1
3.64,0.015,0,-0.002,0.004,-0.018,0.166,1
3.669,0.015,0,-0.002,0.004,-0.018,0.168,1
3.696,0.016,0,-0.002,0.004,-0.018,0.17,1
3.724,0.016,0,-0.002,0.004,-0.018,0.172,1
3.754,0.017,0,-0.002,0.004,-0.018,0.174,1
3.782,0.017,0,-0.002,0.004,-0.018,0.176,1
3.81,0.018,0,-0.002,0.005,-0.018,0.177,1
3.841,0.019,0,-0.002,0.005,-0.018,0.179,1
3.869,0.019,0,-0.002,0.005,-0.018,0.181,1
3.897,0.02,0,-0.002,0.005,-0.018,0.182,1
3.925,0.02,0,-0.001,0.005,-0.018,0.183,1
3.954,0.021,0,-0.001,0.005,-0.018,0.185,1
3.983,0.022,-0.001,-0.001,0.005,-0.018,0.186,1
4.011,0.022,-0.001,-0.001,0.005,-0.018,0.187,1
4.041,0.023,-0.001,0,0.005,-0.018,0.188,1
4.069,0.023,-0.001,0,0.005,-0.018,0.189,1
4.102,0.024,-0.001,0,0.005,-0.018,0.19,1
4.132,0.025,-0.001,0,0.005,-0.018,0.192,1
4.158,0.025,-0.001,0,0.005,-0.018,0.193,1
4.187,0.026,-0.001,0,0.005,-0.018,0.194,1
4.217,0.026,-0.002,0,0.005,-0.018,0.195,1
4.246,0.026,-0.002,0,0.005,-0.018,0.195,1
4.274,0.026,-0.002,0.001,0.005,-0.018,0.195,1
4.304,0.025,-0.002,0.001,0.005,-0.019,0.195,1
4.332,0.025,-0.002,0.001,0.005,-0.019,0.195,1
4.361,0.024,-0.001,0.001,0.004,-0.019,0.195,1
4.391,0.022,-0.001,0.001,0.004,-0.019,0.195,1
4.418,0.021,-0.001,0.002,0.004,-0.019,0.196,1
4.444,0.02,-0.001,0.002,0.004,-0.019,0.195,1
4.472,0.018,0,0.002,0.004,-0.019,0.194,1
4.5,0.017,0,0.002,0.004,-0.019,0.193,1
4.527,0.015,0,0.002,0.004,-0.019,0.192,1
4.553,0.013,0,0.002,0.004,-0.019,0.191,1
4.582,0.011,0.001,0.002,0.004,-0.019,0.19,1
4.609,0.009,0.001,0.002,0.004,-0.019,0.19,1
4.638,0.007,0.001,0.002,0.004,-0.019,0.189,1
4.662,0.005,0.001,0.002,0.004,-0.019,0.188,1
4.69,0.003,0.001,0.002,0.004,-0.019,0.188,1
4.716,0.001,0,0.002,0.004,-0.019,0.189,1
4.744,-0.001,0,0.002,0.004,-0.019,0.189,1
4.773,-0.002,0,0.002,0.004,-0.019,0.189,1
4.8,-0.004,-0.001,0.001,0.004,-0.019,0.189,1
4.83,-0.005,-0.002,0.001,0.004,-0.019,0.189,1
4.857,-0.007,-0.002,0,0.003,-0.019,0.189,1
4.884,-0.008,-0.003,0,0.003,-0.019,0.189,1
4.913,-0.009,-0.003,-0.001,0.004,-0.019,0.19,1
4.942,-0.01,-0.004,-0.001,0.004,-0.019,0.19,1
4.972,-0.012,-0.004,-0.002,0.004,-0.019,0.191,1
5.002,-0.013,-0.005,-0.002,0.004,-0.019,0.191,1
5.031,-0.014,-0.005,-0.002,0.004,-0.019,0.192,1
5.062,-0.015,-0.005,-0.002,0.004,-0.02,0.192,1
5.09,-0.016,-0.005,-0.002,0.004,-0.02,0.193,1
5.121,-0.017,-0.006,-0.002,0.004,-0.02,0.193,1
5.148,-0.018,-0.006,-0.001,0.004,-0.02,0.193,1
5.177,-0.019,-0.006,0,0.004,-0.02,0.192,1
5.205,-0.02,-0.006,0,0.004,-0.02,0.192,1
5.234,-0.02,-0.006,0.001,0.004,-0.021,0.192,1
5.263,-0.021,-0.007,0.001,0.004,-0.021,0.193,1
5.291,-0.022,-0.007,0.002,0.004,-0.021,0.193,1
5.319,-0.022,-0.007,0.002,0.004,-0.021,0.194,1
5.347,-0.022,-0.008,0.001,0.004,-0.021,0.197,1
5.377,-0.022,-0.009,0.001,0.004,-0.022,0.199,1
5.404,-0.022,-0.01,0.001,0.004,-0.022,0.202,1
5.432,-0.021,-0.011,0,0.004,-0.022,0.204,1
5.46,-0.019,-0.011,0,0.004,-0.022,0.205,1
5.487,-0.017,-0.011,-0.001,0.004,-0.023,0.206,1
5.516,-0.016,-0.011,-0.001,0.004,-0.023,0.207,1
5.545,-0.013,-0.01,-0.002,0.004,-0.023,0.207,1
5.573,-0.011,-0.008,-0.001,0.004,-0.024,0.207,1
5.601,-0.008,-0.006,-0.001,0.004,-0.024,0.208,1
5.63,-0.005,-0.003,-0.001,0.004,-0.024,0.208,1
5.657,-0.003,-0.001,-0.001,0.004,-0.024,0.208,1
5.686,0,0.002,0,0.004,-0.024,0.207,1
5.716,0.002,0.006,0,0.004,-0.024,0.207,1
5.743,0.005,0.009,0,0.004,-0.024,0.207,1
5.77,0.007,0.01,0,0.004,-0.023,0.206,1
5.798,0.009,0.012,0,0.004,-0.023,0.206,1
5.825,0.011,0.014,0,0.004,-0.023,0.205,1
5.853,0.013,0.016,0,0.004,-0.022,0.204,1
5.881,0.015,0.016,-0.001,0.004,-0.022,0.204,1
5.909,0.017,0.016,-0.002,0.004,-0.021,0.203,1
5.938,0.019,0.015,-0.003,0.004,-0.021,0.202,1
5.965,0.02,0.015,-0.004,0.004,-0.02,0.202,1
5.993,0.022,0.014,-0.005,0.005,-0.02,0.201,1
6.021,0.023,0.013,-0.006,0.005,-0.02,0.201,1
6.049,0.024,0.011,-0.006,0.005,-0.019,0.201,1
6.078,0.026,0.01,-0.007,0.005,-0.019,0.2,1
6.108,0.027,0.01,-0.006,0.005,-0.019,0.2,1
6.136,0.028,0.009,-0.006,0.005,-0.019,0.199,1
6.163,0.029,0.008,-0.005,0.005,-0.018,0.199,1
6.19,0.03,0.008,-0.005,0.006,-0.018,0.198,1
6.218,0.03,0.008,-0.003,0.006,-0.018,0.198,1
6.246,0.03,0.008,-0.002,0.006,-0.018,0.197,1
6.274,0.031,0.008,-0.001,0.006,-0.017,0.196,1
6.3,0.031,0.007,0,0.006,-0.017,0.195,1
6.328,0.031,0.006,0,0.006,-0.017,0.194,1
6.358,0.03,0.004,0,0.006,-0.017,0.193,1
6.387,0.03,0.003,0,0.006,-0.017,0.192,1
6.414,0.029,0.002,0,0.006,-0.017,0.191,1
6.442,0.027,0,0,0.006,-0.017,0.191,1
6.471,0.026,-0.002,0,0.006,-0.017,0.19,1
6.498,0.024,-0.004,0,0.006,-0.017,0.189,1
6.526,0.023,0.004,0,0.006,-0.016,0.188,1
6.554,0.023,0.012,0,0.006,-0.016,0.187,1
6.584,0.022,0.021,0,0.006,-0.016,0.186,1
6.612,0.021,0.029,0,0.006,-0.015,0.186,1
6.638,0.019,0.031,0.004,0.006,-0.014,0.185,1
6.668,0.018,0.033,0.008,0.006,-0.013,0.183,1
6.695,0.016,0.034,0.012,0.005,-0.012,0.182,1
6.723,0.015,0.035,0.015,0.005,-0.011,0.181,1
6.752,0.013,0.029,0.014,0.005,-0.01,0.178,1
6.781,0.012,0.023,0.012,0.004,-0.01,0.175,1
6.81,0.01,0.018,0.011,0.003,-0.009,0.173,1
6.84,0.008,0.011,0.009,0.003,-0.009,0.17,1
6.869,0.005,0.003,0.005,0.003,-0.009,0.168,1
6.897,0.003,-0.004,0.002,0.003,-0.009,0.165,1
6.925,0,-0.012,-0.002,0.003,-0.009,0.163,1
6.954,-0.002,-0.017,-0.002,0.003,-0.009,0.162,1
6.982,-0.005,-0.021,-0.002,0.003,-0.01,0.161,1
7.012,-0.007,-0.024,-0.001,0.003,-0.011,0.16,1
7.042,-0.009,-0.028,0,0.003,-0.011,0.16,1
7.071,-0.011,-0.028,0,0.003,-0.012,0.16,1
7.103,-0.013,-0.028,0.001,0.003,-0.013,0.159,1
7.132,-0.015,-0.028,0.002,0.003,-0.014,0.159,1
7.161,-0.017,-0.027,0.002,0.003,-0.015,0.159,1
7.188,-0.019,-0.025,0.002,0.003,-0.015,0.159,1
7.217,-0.02,-0.023,0.002,0.003,-0.016,0.159,1
7.246,-0.022,-0.021,0.002,0.003,-0.017,0.159,1
7.273,-0.023,-0.019,0.002,0.003,-0.017,0.159,1
7.301,-0.024,-0.016,0.002,0.003,-0.018,0.159,1
7.329,-0.025,-0.013,0.002,0.003,-0.018,0.159,1
7.358,-0.026,-0.01,0.003,0.003,-0.018,0.158,1
7.385,-0.027,-0.007,0.003,0.002,-0.019,0.158,1
7.414,-0.028,-0.004,0.003,0.002,-0.019,0.158,1
7.441,-0.029,-0.001,0.003,0.002,-0.019,0.157,1
7.47,-0.03,0.002,0.003,0.002,-0.019,0.157,1
7.498,-0.031,0.005,0.003,0.002,-0.019,0.156,1
7.524,-0.032,0.006,0.003,0.002,-0.018,0.155,1
7.552,-0.033,0.008,0.002,0.002,-0.018,0.155,1
7.58,-0.034,0.01,0.002,0.002,-0.018,0.154,1
7.607,-0.035,0.009,0.002,0.002,-0.018,0.153,1
7.636,-0.036,0.008,0.001,0.002,-0.018,0.152,1
7.662,-0.037,0.006,0.001,0.002,-0.017,0.152,1
7.69,-0.038,0.004,0,0.002,-0.017,0.151,1
7.718,-0.039,0.003,0,0.002,-0.017,0.15,1
7.745,-0.04,0.001,0.001,0.002,-0.017,0.15,1
7.773,-0.041,-0.001,0.001,0.002,-0.017,0.149,1
7.802,-0.042,-0.003,0.001,0.002,-0.017,0.149,1
7.83,-0.043,-0.002,0.002,0.002,-0.017,0.149,1
7.856,-0.043,-0.002,0.002,0.002,-0.017,0.149,1
7.886,-0.044,-0.002,0.002,0.002,-0.017,0.148,1
7.915,-0.045,-0.001,0.003,0.002,-0.017,0.148,1
7.944,-0.045,0,0.002,0.002,-0.017,0.148,1
7.971,-0.046,0.001,0.002,0.002,-0.017,0.147,1
7.999,-0.046,0.003,0.002,0.002,-0.017,0.147,1
8.025,-0.047,0.004,0.002,0.002,-0.017,0.146,1
8.053,-0.047,0.005,0.003,0.002,-0.017,0.146,1
8.08,-0.048,0.006,0.003,0.002,-0.017,0.145,1
8.111,-0.048,0.007,0.004,0.002,-0.017,0.144,1
8.14,-0.049,0.009,0.004,0.002,-0.016,0.143,1
8.168,-0.05,0.011,0.004,0.001,-0.016,0.142,1
8.196,-0.051,0.013,0.004,0.001,-0.016,0.142,1
8.228,-0.052,0.015,0.004,0.001,-0.015,0.141,1
8.256,-0.052,0.017,0.003,0.001,-0.015,0.14,1
8.284,-0.053,0.019,0.003,0.001,-0.014,0.139,1
8.312,-0.054,0.022,0.002,0.001,-0.014,0.138,1
8.342,-0.055,0.023,0.002,0.001,-0.013,0.138,1
8.371,-0.056,0.022,0.001,0.001,-0.012,0.137,1
8.399,-0.057,0.021,0.001,0.001,-0.012,0.136,1
8.428,-0.058,0.02,0,0.001,-0.011,0.136,1
8.456,-0.059,0.018,0,0.001,-0.011,0.135,1
8.484,-0.06,0.014,0,0.001,-0.01,0.135,1
8.514,-0.062,0.01,-0.001,0.001,-0.01,0.135,1
8.543,-0.063,0.006,-0.001,0.001,-0.01,0.134,1
8.571,-0.064,0.002,0,0.001,-0.01,0.134,1
8.599,-0.065,-0.002,0.002,0.001,-0.01,0.134,1
8.628,-0.067,-0.006,0.003,0.001,-0.01,0.133,1
8.656,-0.068,-0.01,0.005,0.001,-0.01,0.133,1
8.684,-0.069,-0.013,0.006,0.001,-0.01,0.135,1
8.713,-0.07,-0.015,0.006,0.001,-0.011,0.136,1
8.741,-0.07,-0.017,0.007,0,-0.011,0.138,1
8.771,-0.071,-0.019,0.007,0,-0.012,0.139,1
8.799,-0.07,-0.019,0.008,0,-0.012,0.14,1
8.827,-0.07,-0.019,0.009,0,-0.013,0.14,1
8.854,-0.07,-0.019,0.01,0,-0.013,0.14,1
8.884,-0.069,-0.018,0.01,-0.001,-0.014,0.141,1
8.912,-0.069,-0.016,0.009,-0.001,-0.014,0.141,1
8.941,-0.068,-0.015,0.009,-0.001,-0.015,0.141,1
8.969,-0.068,-0.013,0.008,-0.001,-0.015,0.142,1
8.998,-0.067,-0.012,0.007,-0.002,-0.015,0.142,1
9.027,-0.067,-0.01,0.005,-0.002,-0.016,0.142,1
9.054,-0.066,-0.009,0.004,-0.002,-0.016,0.142,1
9.084,-0.066,-0.008,0.003,-0.002,-0.016,0.142,1
9.117,-0.065,-0.009,0.003,-0.002,-0.017,0.143,1
9.148,-0.065,-0.01,0.003,-0.002,-0.017,0.143,1
9.175,-0.064,-0.011,0.003,-0.002,-0.017,0.144,1
9.204,-0.064,-0.012,0.002,-0.002,-0.017,0.144,1
9.232,-0.063,-0.013,0.002,-0.002,-0.018,0.144,1
9.261,-0.062,-0.013,0.001,-0.002,-0.018,0.144,1
9.288,-0.062,-0.014,0,-0.002,-0.019,0.144,1
9.318,-0.061,-0.012,0,-0.002,-0.019,0.145,1
9.346,-0.06,-0.008,-0.001,-0.002,-0.019,0.145,1
9.372,-0.059,-0.005,-0.002,-0.002,-0.019,0.145,1
9.399,-0.058,-0.002,-0.002,-0.002,-0.02,0.145,1
9.428,-0.058,0.002,-0.001,-0.002,-0.02,0.145,1
9.454,-0.057,0.005,0.001,-0.002,-0.019,0.144,1
9.483,-0.057,0.008,0.003,-0.002,-0.019,0.143,1
9.512,-0.057,0.012,0.004,-0.002,-0.019,0.142,1
9.541,-0.057,0.015,0.006,-0.002,-0.019,0.141,1
9.57,-0.056,0.018,0.008,-0.002,-0.018,0.14,1
9.598,-0.056,0.021,0.01,-0.002,-0.017,0.139,1
9.625,-0.056,0.025,0.012,-0.003,-0.017,0.137,1
9.653,-0.058,0.026,0.012,-0.003,-0.016,0.135,1
9.683,-0.059,0.028,0.011,-0.003,-0.015,0.132,1
9.711,-0.06,0.03,0.011,-0.004,-0.014,0.13,1
9.741,-0.061,0.03,0.01,-0.004,-0.014,0.128,1
9.771,-0.063,0.028,0.008,-0.004,-0.013,0.127,1
9.8,-0.065,0.026,0.005,-0.004,-0.012,0.126,1
9.83,-0.066,0.024,0.003,-0.004,-0.011,0.125,1
9.858,-0.068,0.021,0.002,-0.004,-0.011,0.124,1
9.887,-0.071,0.017,0.003,-0.004,-0.01,0.123,1
9.915,-0.073,0.013,0.004,-0.004,-0.01,0.122,1
9.945,-0.075,0.009,0.005,-0.004,-0.009,0.121,1
9.973,-0.077,0.004,0.005,-0.005,-0.009,0.121,1
10.003,-0.08,-0.001,0.005,-0.005,-0.009,0.121,1
10.032,-0.082,-0.007,0.005,-0.005,-0.009,0.121,1
10.06,-0.084,-0.012,0.005,-0.005,-0.01,0.121,1
10.089,-0.086,-0.016,0.004,-0.005,-0.01,0.122,1
10.121,-0.089,-0.02,0.002,-0.005,-0.011,0.123,1
10.15,-0.091,-0.024,0,-0.005,-0.011,0.123,1
10.179,-0.093,-0.026,-0.001,-0.005,-0.012,0.124,1
10.208,-0.094,-0.023,-0.001,-0.005,-0.013,0.125,1
10.237,-0.095,-0.021,0,-0.005,-0.013,0.125,1
10.263,-0.096,-0.018,0,-0.005,-0.014,0.126,1
10.293,-0.097,-0.015,0.001,-0.005,-0.015,0.127,1
10.322,-0.098,-0.01,0.003,-0.005,-0.015,0.127,1
10.352,-0.099,-0.005,0.005,-0.005,-0.015,0.127,1
10.38,-0.099,0,0.006,-0.005,-0.015,0.127,1
10.409,-0.1,0.003,0.007,-0.005,-0.015,0.127,1
10.438,-0.101,0.006,0.006,-0.005,-0.015,0.127,1
10.466,-0.101,0.008,0.005,-0.006,-0.015,0.127,1
10.494,-0.102,0.011,0.005,-0.006,-0.015,0.126,1
10.524,-0.103,0.011,0.004,-0.006,-0.014,0.126,1
10.552,-0.104,0.011,0.004,-0.006,-0.014,0.125,1
10.578,-0.105,0.011,0.003,-0.006,-0.014,0.125,1
10.604,-0.106,0.011,0.003,-0.006,-0.013,0.125,1
10.634,-0.107,0.01,0.003,-0.006,-0.013,0.124,1
10.664,-0.108,0.009,0.002,-0.006,-0.013,0.124,1
10.691,-0.109,0.008,0.002,-0.006,-0.013,0.124,1
10.721,-0.11,0.007,0.002,-0.006,-0.012,0.123,1
10.751,-0.111,0.005,0.002,-0.006,-0.012,0.123,1
10.78,-0.112,0.003,0.003,-0.006,-0.012,0.123,1
10.808,-0.113,0.002,0.003,-0.006,-0.012,0.123,1
10.836,-0.114,-0.001,0.004,-0.006,-0.012,0.123,1
10.865,-0.115,-0.003,0.004,-0.006,-0.012,0.123,1
10.893,-0.116,-0.006,0.005,-0.006,-0.012,0.123,1
10.922,-0.118,-0.008,0.005,-0.006,-0.013,0.123,1
10.952,-0.118,-0.009,0.003,-0.006,-0.013,0.124,1
10.981,-0.119,-0.009,0.002,-0.007,-0.013,0.125,1
11.01,-0.12,-0.009,0.001,-0.007,-0.014,0.125,1
11.04,-0.12,-0.009,-0.001,-0.007,-0.014,0.126,1
11.07,-0.12,-0.007,-0.004,-0.006,-0.014,0.127,1
11.102,-0.12,-0.005,-0.006,-0.006,-0.014,0.128,1
11.13,-0.12,-0.003,-0.009,-0.006,-0.014,0.129,1
11.16,-0.12,-0.002,-0.011,-0.005,-0.015,0.128,1
11.189,-0.12,-0.001,-0.012,-0.005,-0.015,0.127,1
11.218,-0.119,-0.001,-0.014,-0.005,-0.015,0.127,1
11.245,-0.119,0,-0.015,-0.004,-0.015,0.126,1
11.275,-0.119,-0.001,-0.017,-0.004,-0.015,0.126,1
11.305,-0.119,-0.003,-0.018,-0.003,-0.015,0.126,1
11.334,-0.119,-0.004,-0.02,-0.002,-0.015,0.126,1
11.362,-0.119,-0.005,-0.021,-0.002,-0.015,0.126,1
11.39,-0.119,-0.006,-0.019,-0.001,-0.015,0.126,1
11.419,-0.12,-0.007,-0.016,-0.001,-0.015,0.127,1
11.448,-0.12,-0.007,-0.014,0,-0.016,0.127,1
11.475,-0.12,-0.007,-0.012,0,-0.016,0.127,1
11.503,-0.119,-0.006,-0.01,0.001,-0.016,0.127,1
11.532,-0.119,-0.005,-0.008,0.001,-0.016,0.127,1
11.56,-0.119,-0.003,-0.006,0.001,-0.016,0.126,1
11.589,-0.119,-0.002,-0.004,0.001,-0.016,0.126,1
11.618,-0.119,0,-0.003,0.001,-0.016,0.127,1
11.646,-0.119,0.001,-0.002,0.002,-0.016,0.127,1
11.673,-0.119,0.003,-0.001,0.002,-0.016,0.127,1
11.702,-0.118,0.004,0,0.002,-0.016,0.126,1
11.732,-0.118,0.006,0.001,0.002,-0.016,0.126,1
11.759,-0.118,0.007,0.001,0.002,-0.016,0.126,1
11.785,-0.118,0.009,0.002,0.002,-0.016,0.126,1
11.812,-0.118,0.009,0.003,0.002,-0.015,0.126,1
11.841,-0.117,0.01,0.005,0.002,-0.015,0.125,1
11.87,-0.117,0.011,0.006,0.002,-0.015,0.125,1
11.897,-0.117,0.011,0.007,0.001,-0.014,0.125,1
11.923,-0.118,0.009,0.008,0.001,-0.014,0.125,1
11.953,-0.118,0.008,0.008,0.001,-0.014,0.125,1
11.981,-0.118,0.006,0.008,0.001,-0.014,0.124,1
12.008,-0.118,0.004,0.007,0.001,-0.014,0.124,1
12.037,-0.119,0.002,0.005,0.001,-0.014,0.124,1
12.064,-0.119,0,0.003,0.001,-0.013,0.124,1
12.096,-0.12,-0.002,0,0,-0.013,0.124,1
12.124,-0.12,-0.004,0,0.001,-0.014,0.124,1
12.155,-0.121,-0.006,0,0.001,-0.014,0.124,1
12.184,-0.121,-0.008,0,0.001,-0.014,0.124,1
12.213,-0.122,-0.01,0.001,0.001,-0.014,0.125,1
12.242,-0.122,-0.012,0.003,0.001,-0.015,0.125,1
12.272,-0.123,-0.014,0.004,0.001,-0.015,0.125,1
12.3,-0.123,-0.016,0.006,0,-0.015,0.125,1
12.326,-0.123,-0.015,0.005,0,-0.016,0.126,1
12.356,-0.123,-0.013,0.004,0,-0.016,0.126,1
12.384,-0.123,-0.01,0.003,0,-0.017,0.127,1
12.412,-0.123,-0.008,0.002,0,-0.017,0.127,1
12.441,-0.121,-0.005,0.002,0,-0.017,0.129,1
12.47,-0.12,-0.003,0.003,0,-0.017,0.13,1
12.501,-0.118,0.001,0.003,0,-0.017,0.131,1
12.532,-0.116,0.003,0.003,0,-0.017,0.132,1
12.56,-0.115,0.004,0.003,0,-0.017,0.132,1
12.589,-0.113,0.005,0.002,0,-0.017,0.132,1
12.616,-0.111,0.006,0.002,0,-0.017,0.131,1
12.644,-0.11,0.007,0.003,0,-0.016,0.131,1
12.672,-0.109,0.007,0.005,0,-0.016,0.13,1
12.7,-0.108,0.008,0.007,0,-0.016,0.129,1
12.728,-0.107,0.009,0.009,0,-0.016,0.128,1
12.755,-0.106,0.008,0.009,0,-0.016,0.127,1
12.782,-0.106,0.008,0.009,-0.001,-0.015,0.127,1
12.81,-0.106,0.007,0.009,-0.001,-0.015,0.126,1
12.838,-0.106,0.006,0.009,-0.001,-0.015,0.126,1
12.866,-0.106,0.006,0.008,-0.001,-0.015,0.126,1
12.892,-0.106,0.005,0.006,-0.001,-0.015,0.125,1
12.921,-0.106,0.005,0.005,-0.001,-0.014,0.125,1
12.948,-0.106,0.005,0.004,-0.002,-0.014,0.124,1
