# interval_ms: 25,,,,,,,
# vehicle: C172,,,,,,,
# record_count: 6880,,,,,,,
# duration: 198.431,,,,,,,
# time,x,y,z,roll,pitch,yaw,on ground
29.99,-0.012,-0.022,0.001,0.029,-0.062,0.199,0
30.019,-0.012,-0.022,0.001,0.029,-0.063,0.198,0
30.045,-0.012,-0.022,0.001,0.029,-0.063,0.198,0
30.074,-0.012,-0.022,0.001,0.028,-0.064,0.198,0
30.106,-0.012,-0.022,0.001,0.028,-0.064,0.197,0
30.132,-0.012,-0.023,0.001,0.028,-0.065,0.197,0
30.159,-0.011,-0.023,0.001,0.028,-0.066,0.197,0
30.187,-0.011,-0.023,0.002,0.028,-0.066,0.196,0
30.215,-0.011,-0.024,0.002,0.028,-0.067,0.196,0
30.241,-0.011,-0.024,0.002,0.028,-0.068,0.196,0
30.269,-0.011,-0.025,0.002,0.028,-0.068,0.196,0
30.295,-0.011,-0.025,0.003,0.028,-0.069,0.195,0
30.321,-0.01,-0.025,0.003,0.028,-0.07,0.195,0
30.348,-0.01,-0.026,0.004,0.028,-0.07,0.195,0
30.377,-0.01,-0.026,0.004,0.028,-0.071,0.195,0
30.403,-0.01,-0.026,0.005,0.028,-0.072,0.194,0
30.431,-0.009,-0.026,0.005,0.028,-0.072,0.194,0
30.458,-0.009,-0.026,0.005,0.028,-0.073,0.194,0
30.485,-0.009,-0.026,0.006,0.028,-0.074,0.194,0
30.511,-0.009,-0.027,0.006,0.027,-0.074,0.193,0
30.541,-0.008,-0.027,0.006,0.027,-0.075,0.193,0
30.567,-0.008,-0.027,0.006,0.027,-0.076,0.193,0
30.594,-0.008,-0.027,0.007,0.027,-0.077,0.192,0
30.622,-0.008,-0.027,0.007,0.027,-0.077,0.192,0
30.654,-0.007,-0.027,0.007,0.027,-0.078,0.192,0
30.681,-0.007,-0.026,0.007,0.026,-0.079,0.192,0
30.712,-0.007,-0.026,0.008,0.026,-0.08,0.191,0
30.741,-0.007,-0.026,0.008,0.026,-0.08,0.191,0
30.771,-0.006,-0.025,0.008,0.026,-0.081,0.191,0
30.799,-0.006,-0.025,0.009,0.026,-0.082,0.19,0
30.828,-0.006,-0.024,0.009,0.025,-0.083,0.19,0
30.858,-0.006,-0.024,0.009,0.025,-0.083,0.19,0
30.887,-0.005,-0.023,0.01,0.025,-0.084,0.19,0
30.917,-0.005,-0.021,0.01,0.025,-0.085,0.19,0
30.947,-0.005,-0.02,0.011,0.024,-0.085,0.191,0
30.977,-0.005,-0.018,0.012,0.024,-0.086,0.191,0
31.006,-0.004,-0.016,0.012,0.024,-0.086,0.191,0
31.032,-0.004,-0.015,0.013,0.023,-0.087,0.191,0
31.059,-0.004,-0.014,0.013,0.023,-0.087,0.19,0
31.088,-0.003,-0.013,0.013,0.023,-0.087,0.19,0
31.117,-0.003,-0.013,0.013,0.022,-0.088,0.189,0
31.147,-0.003,-0.013,0.013,0.022,-0.088,0.188,0
31.174,-0.003,-0.013,0.013,0.021,-0.089,0.188,0
31.202,-0.003,-0.013,0.013,0.021,-0.089,0.187,0
31.229,-0.002,-0.014,0.014,0.021,-0.089,0.187,0
31.254,-0.002,-0.014,0.014,0.02,-0.09,0.187,0
31.282,-0.002,-0.015,0.014,0.02,-0.09,0.186,0
31.31,-0.002,-0.016,0.014,0.02,-0.09,0.186,0
31.336,-0.002,-0.017,0.014,0.019,-0.091,0.186,0
31.361,-0.002,-0.017,0.014,0.019,-0.091,0.185,0
31.387,-0.002,-0.018,0.014,0.019,-0.092,0.185,0
31.415,-0.002,-0.019,0.014,0.018,-0.092,0.185,0
31.442,-0.001,-0.02,0.014,0.018,-0.093,0.184,0
31.468,-0.001,-0.021,0.014,0.017,-0.093,0.184,0
31.495,-0.001,-0.021,0.014,0.017,-0.094,0.184,0
31.522,-0.001,-0.022,0.014,0.017,-0.095,0.184,0
31.55,-0.001,-0.023,0.014,0.016,-0.095,0.184,0
31.579,-0.001,-0.024,0.014,0.016,-0.096,0.183,0
31.606,-0.001,-0.025,0.014,0.016,-0.096,0.183,0
31.633,-0.001,-0.025,0.014,0.015,-0.097,0.183,0
31.66,-0.001,-0.026,0.014,0.015,-0.098,0.183,0
31.688,-0.002,-0.026,0.014,0.014,-0.099,0.183,0
31.714,-0.002,-0.027,0.014,0.014,-0.099,0.183,0
31.742,-0.002,-0.028,0.013,0.014,-0.1,0.182,0
31.771,-0.002,-0.028,0.013,0.013,-0.101,0.182,0
31.797,-0.002,-0.028,0.013,0.013,-0.102,0.182,0
31.822,-0.002,-0.029,0.012,0.013,-0.102,0.182,0
31.851,-0.002,-0.029,0.011,0.012,-0.103,0.182,0
31.877,-0.002,-0.029,0.01,0.012,-0.104,0.182,0
31.905,-0.002,-0.029,0.009,0.012,-0.105,0.181,0
31.931,-0.002,-0.029,0.008,0.012,-0.105,0.181,0
31.958,-0.002,-0.029,0.007,0.011,-0.106,0.181,0
31.987,-0.002,-0.028,0.006,0.011,-0.107,0.181,0
32.013,-0.002,-0.028,0.006,0.011,-0.108,0.181,0
32.041,-0.002,-0.027,0.005,0.011,-0.109,0.18,0
32.069,-0.002,-0.027,0.004,0.011,-0.109,0.18,0
32.099,-0.002,-0.026,0.003,0.011,-0.11,0.18,0
32.132,-0.002,-0.025,0.002,0.011,-0.111,0.18,0
32.16,-0.002,-0.025,0.002,0.011,-0.112,0.179,0
32.188,-0.002,-0.025,0.001,0.011,-0.112,0.179,0
32.216,-0.002,-0.024,0.001,0.011,-0.113,0.179,0
32.243,-0.002,-0.024,0,0.011,-0.114,0.179,0
32.269,-0.002,-0.024,0,0.011,-0.114,0.178,0
32.298,-0.002,-0.024,0,0.011,-0.115,0.178,0
32.322,-0.002,-0.024,0,0.011,-0.116,0.178,0
32.35,-0.001,-0.024,0,0.011,-0.116,0.178,0
32.376,-0.001,-0.024,-0.001,0.011,-0.117,0.177,0
32.405,-0.001,-0.024,-0.001,0.011,-0.118,0.177,0
32.431,-0.001,-0.024,-0.001,0.011,-0.118,0.177,0
32.458,-0.001,-0.025,-0.001,0.011,-0.119,0.177,0
32.485,-0.001,-0.025,-0.001,0.011,-0.12,0.177,0
32.512,-0.001,-0.025,-0.001,0.011,-0.12,0.176,0
32.539,-0.001,-0.025,-0.001,0.011,-0.121,0.176,0
32.567,-0.001,-0.025,-0.001,0.011,-0.122,0.176,0
32.595,-0.001,-0.026,-0.001,0.011,-0.122,0.176,0
32.622,-0.001,-0.026,-0.001,0.011,-0.123,0.176,0
32.65,-0.001,-0.026,-0.001,0.011,-0.124,0.176,0
32.676,-0.001,-0.026,-0.001,0.011,-0.124,0.176,0
32.703,-0.001,-0.027,-0.001,0.011,-0.125,0.176,0
32.732,-0.001,-0.027,-0.001,0.011,-0.126,0.176,0
32.758,-0.001,-0.027,-0.001,0.011,-0.127,0.176,0
32.785,-0.001,-0.027,-0.001,0.011,-0.127,0.175,0
32.812,-0.001,-0.027,0,0.011,-0.128,0.175,0
32.842,-0.001,-0.028,0,0.011,-0.129,0.175,0
32.871,-0.001,-0.028,0,0.011,-0.13,0.175,0
32.897,-0.001,-0.028,0,0.011,-0.13,0.175,0
32.923,-0.001,-0.028,0,0.011,-0.131,0.175,0
32.953,-0.001,-0.028,0,0.011,-0.132,0.175,0
32.98,-0.001,-0.028,0,0.011,-0.133,0.175,0
33.006,-0.001,-0.028,0,0.011,-0.133,0.175,0
33.034,-0.002,-0.028,0,0.011,-0.134,0.175,0
33.063,-0.002,-0.029,0,0.011,-0.135,0.175,0
33.089,-0.002,-0.029,0,0.011,-0.136,0.175,0
33.127,-0.002,-0.029,0,0.011,-0.137,0.175,0
33.155,-0.002,-0.029,0,0.011,-0.138,0.175,0
33.181,-0.002,-0.029,0,0.011,-0.138,0.175,0
33.21,-0.002,-0.029,0,0.011,-0.139,0.175,0
33.235,-0.002,-0.028,0,0.011,-0.14,0.175,0
33.262,-0.002,-0.028,0,0.011,-0.141,0.175,0
33.288,-0.002,-0.028,0,0.011,-0.142,0.175,0
33.315,-0.002,-0.028,0,0.011,-0.142,0.175,0
33.343,-0.002,-0.028,0,0.011,-0.143,0.175,0
33.372,-0.002,-0.028,0,0.011,-0.144,0.175,0
33.402,-0.002,-0.028,0,0.011,-0.145,0.175,0
33.432,-0.002,-0.028,0,0.011,-0.146,0.175,0
33.459,-0.002,-0.028,-0.001,0.011,-0.146,0.175,0
33.489,-0.002,-0.027,-0.001,0.011,-0.147,0.175,0
33.519,-0.002,-0.027,-0.001,0.011,-0.148,0.175,0
33.548,-0.002,-0.027,-0.002,0.012,-0.149,0.175,0
33.578,-0.002,-0.026,-0.002,0.012,-0.15,0.174,0
33.608,-0.002,-0.025,-0.002,0.012,-0.15,0.174,0
33.638,-0.002,-0.025,-0.002,0.012,-0.151,0.174,0
33.666,-0.002,-0.025,-0.003,0.012,-0.152,0.174,0
33.696,-0.002,-0.024,-0.003,0.012,-0.152,0.174,0
33.723,-0.002,-0.024,-0.003,0.012,-0.153,0.174,0
33.751,-0.002,-0.024,-0.003,0.012,-0.154,0.174,0
33.779,-0.002,-0.024,-0.003,0.012,-0.154,0.174,0
33.807,-0.002,-0.024,-0.003,0.012,-0.155,0.174,0
33.834,-0.002,-0.024,-0.003,0.012,-0.156,0.174,0
33.861,-0.002,-0.024,-0.003,0.012,-0.156,0.174,0
33.888,-0.002,-0.024,-0.003,0.013,-0.157,0.174,0
33.917,-0.002,-0.024,-0.003,0.013,-0.158,0.174,0
33.945,-0.002,-0.024,-0.003,0.013,-0.158,0.174,0
33.972,-0.002,-0.024,-0.003,0.013,-0.159,0.174,0
33.998,-0.002,-0.024,-0.003,0.013,-0.16,0.174,0
34.026,-0.002,-0.024,-0.003,0.013,-0.16,0.174,0
34.054,-0.002,-0.024,-0.003,0.013,-0.161,0.174,0
34.081,-0.002,-0.024,-0.003,0.013,-0.162,0.174,0
34.111,-0.002,-0.025,-0.003,0.013,-0.162,0.174,0
34.139,-0.002,-0.025,-0.003,0.013,-0.163,0.174,0
34.167,-0.002,-0.025,-0.003,0.013,-0.164,0.174,0
34.197,-0.002,-0.025,-0.002,0.013,-0.164,0.174,0
34.224,-0.002,-0.024,-0.002,0.014,-0.165,0.174,0
34.254,-0.002,-0.024,-0.001,0.014,-0.166,0.174,0
34.282,-0.002,-0.024,-0.001,0.014,-0.167,0.174,0
34.311,-0.002,-0.024,0,0.014,-0.167,0.174,0
34.341,-0.002,-0.023,0,0.014,-0.168,0.174,0
34.372,-0.002,-0.023,0.001,0.014,-0.169,0.174,0
34.403,-0.002,-0.022,0.002,0.014,-0.169,0.174,0
34.431,-0.002,-0.022,0.003,0.014,-0.17,0.173,0
34.46,-0.002,-0.022,0.004,0.013,-0.171,0.173,0
34.49,-0.002,-0.021,0.005,0.013,-0.171,0.173,0
34.52,-0.003,-0.021,0.005,0.013,-0.172,0.173,0
34.548,-0.003,-0.021,0.006,0.013,-0.172,0.173,0
34.576,-0.003,-0.021,0.006,0.013,-0.173,0.173,0
34.602,-0.003,-0.021,0.008,0.013,-0.174,0.173,0
34.628,-0.003,-0.021,0.009,0.012,-0.174,0.173,0
34.653,-0.003,-0.021,0.01,0.012,-0.175,0.173,0
34.68,-0.003,-0.021,0.012,0.012,-0.175,0.173,0
34.708,-0.003,-0.021,0.014,0.012,-0.176,0.173,0
34.736,-0.003,-0.022,0.017,0.011,-0.176,0.173,0
34.761,-0.003,-0.022,0.019,0.011,-0.177,0.173,0
34.788,-0.003,-0.022,0.022,0.01,-0.178,0.173,0
34.817,-0.004,-0.023,0.025,0.009,-0.178,0.173,0
34.842,-0.004,-0.023,0.027,0.009,-0.179,0.173,0
34.869,-0.004,-0.024,0.03,0.008,-0.179,0.173,0
34.894,-0.004,-0.025,0.033,0.007,-0.18,0.173,0
34.923,-0.004,-0.027,0.039,0.006,-0.181,0.174,0
34.95,-0.005,-0.029,0.044,0.005,-0.182,0.174,0
34.977,-0.005,-0.031,0.05,0.004,-0.182,0.174,0
35.005,-0.005,-0.033,0.054,0.003,-0.183,0.174,0
35.033,-0.005,-0.034,0.055,0.001,-0.184,0.174,0
35.06,-0.006,-0.035,0.055,-0.001,-0.185,0.175,0
35.088,-0.006,-0.037,0.056,-0.002,-0.186,0.175,0
35.117,-0.006,-0.037,0.056,-0.004,-0.187,0.175,0
35.147,-0.007,-0.038,0.056,-0.005,-0.188,0.176,0
35.173,-0.007,-0.038,0.055,-0.007,-0.189,0.176,0
35.2,-0.007,-0.038,0.055,-0.008,-0.19,0.176,0
35.225,-0.007,-0.038,0.054,-0.01,-0.191,0.176,0
35.253,-0.007,-0.038,0.054,-0.011,-0.192,0.176,0
35.279,-0.007,-0.037,0.054,-0.012,-0.193,0.177,0
35.305,-0.007,-0.037,0.054,-0.014,-0.194,0.177,0
35.331,-0.007,-0.036,0.054,-0.015,-0.195,0.177,0
35.36,-0.006,-0.036,0.054,-0.017,-0.196,0.177,0
35.386,-0.006,-0.035,0.055,-0.018,-0.197,0.177,0
35.414,-0.006,-0.035,0.055,-0.019,-0.198,0.177,0
35.44,-0.006,-0.034,0.057,-0.021,-0.199,0.178,0
35.468,-0.005,-0.033,0.061,-0.023,-0.2,0.178,0
35.495,-0.005,-0.032,0.064,-0.024,-0.201,0.178,0
35.522,-0.005,-0.03,0.067,-0.026,-0.202,0.178,0
35.549,-0.004,-0.03,0.071,-0.028,-0.203,0.178,0
35.576,-0.004,-0.029,0.075,-0.03,-0.203,0.178,0
35.604,-0.003,-0.028,0.08,-0.032,-0.204,0.178,0
35.631,-0.003,-0.027,0.084,-0.034,-0.205,0.178,0
35.656,-0.003,-0.027,0.086,-0.036,-0.206,0.178,0
35.684,-0.002,-0.026,0.088,-0.039,-0.206,0.178,0
35.713,-0.002,-0.026,0.09,-0.041,-0.207,0.178,0
35.741,-0.001,-0.025,0.093,-0.044,-0.208,0.178,0
35.77,-0.001,-0.025,0.094,-0.047,-0.208,0.178,0
35.8,0,-0.025,0.096,-0.049,-0.209,0.178,0
35.828,0.001,-0.025,0.098,-0.052,-0.21,0.178,0
35.857,0.001,-0.025,0.099,-0.055,-0.211,0.178,0
35.89,0.002,-0.025,0.1,-0.058,-0.211,0.178,0
35.922,0.003,-0.025,0.1,-0.062,-0.212,0.178,0
35.956,0.004,-0.025,0.1,-0.065,-0.213,0.178,0
35.984,0.005,-0.025,0.097,-0.068,-0.214,0.178,0
36.014,0.006,-0.026,0.095,-0.071,-0.215,0.178,0
36.043,0.007,-0.026,0.093,-0.073,-0.215,0.178,0
36.07,0.008,-0.026,0.091,-0.076,-0.216,0.178,0
36.1,0.009,-0.026,0.091,-0.079,-0.217,0.178,0
36.128,0.01,-0.027,0.09,-0.081,-0.218,0.178,0
36.153,0.011,-0.027,0.09,-0.084,-0.218,0.178,0
36.18,0.012,-0.027,0.089,-0.086,-0.219,0.178,0
36.207,0.013,-0.027,0.089,-0.089,-0.22,0.178,0
36.235,0.014,-0.027,0.089,-0.091,-0.22,0.178,0
36.261,0.015,-0.027,0.089,-0.094,-0.221,0.178,0
36.287,0.016,-0.028,0.089,-0.096,-0.222,0.178,0
36.315,0.017,-0.028,0.089,-0.099,-0.222,0.178,0
36.342,0.018,-0.028,0.089,-0.101,-0.223,0.179,0
36.369,0.019,-0.028,0.089,-0.104,-0.224,0.179,0
36.396,0.02,-0.028,0.089,-0.106,-0.224,0.179,0
36.422,0.021,-0.028,0.089,-0.109,-0.225,0.179,0
36.45,0.022,-0.028,0.089,-0.112,-0.226,0.179,0
36.477,0.023,-0.028,0.089,-0.114,-0.226,0.179,0
36.505,0.024,-0.028,0.089,-0.117,-0.227,0.179,0
36.531,0.025,-0.028,0.089,-0.119,-0.228,0.179,0
36.559,0.026,-0.028,0.088,-0.122,-0.228,0.179,0
36.587,0.027,-0.028,0.088,-0.125,-0.229,0.179,0
36.612,0.028,-0.028,0.088,-0.127,-0.23,0.179,0
36.638,0.029,-0.028,0.087,-0.13,-0.23,0.18,0
36.667,0.03,-0.028,0.086,-0.132,-0.231,0.18,0
36.693,0.031,-0.028,0.086,-0.135,-0.232,0.18,0
36.72,0.032,-0.027,0.085,-0.137,-0.232,0.18,0
36.746,0.033,-0.027,0.085,-0.14,-0.233,0.18,0
36.774,0.034,-0.027,0.084,-0.142,-0.233,0.18,0
36.8,0.034,-0.027,0.084,-0.145,-0.234,0.18,0
36.828,0.035,-0.027,0.084,-0.147,-0.235,0.18,0
36.854,0.036,-0.027,0.084,-0.15,-0.235,0.18,0
36.882,0.037,-0.027,0.084,-0.152,-0.236,0.18,0
36.909,0.037,-0.027,0.084,-0.155,-0.236,0.18,0
36.939,0.038,-0.027,0.084,-0.157,-0.237,0.18,0
36.965,0.039,-0.027,0.084,-0.16,-0.238,0.181,0
36.993,0.039,-0.027,0.084,-0.163,-0.238,0.181,0
37.02,0.04,-0.027,0.084,-0.165,-0.239,0.181,0
37.049,0.04,-0.027,0.084,-0.168,-0.239,0.181,0
37.077,0.041,-0.027,0.084,-0.171,-0.24,0.181,0
37.113,0.042,-0.027,0.084,-0.174,-0.24,0.181,0
37.143,0.042,-0.027,0.084,-0.177,-0.241,0.181,0
37.171,0.043,-0.027,0.084,-0.18,-0.242,0.181,0
37.197,0.043,-0.027,0.084,-0.182,-0.242,0.181,0
37.225,0.044,-0.027,0.084,-0.185,-0.243,0.181,0
37.252,0.044,-0.027,0.083,-0.187,-0.243,0.182,0
37.28,0.045,-0.027,0.083,-0.19,-0.244,0.182,0
37.307,0.045,-0.027,0.082,-0.193,-0.244,0.182,0
37.333,0.045,-0.026,0.082,-0.195,-0.245,0.182,0
37.371,0.046,-0.026,0.081,-0.199,-0.245,0.182,0
37.398,0.046,-0.026,0.08,-0.201,-0.246,0.182,0
37.425,0.047,-0.026,0.079,-0.204,-0.246,0.182,0
37.451,0.047,-0.026,0.079,-0.206,-0.246,0.182,0
37.479,0.048,-0.025,0.078,-0.209,-0.247,0.182,0
37.507,0.048,-0.025,0.077,-0.211,-0.247,0.182,0
37.535,0.048,-0.025,0.077,-0.213,-0.248,0.182,0
37.562,0.049,-0.024,0.076,-0.216,-0.248,0.183,0
37.588,0.049,-0.024,0.075,-0.218,-0.248,0.183,0
37.616,0.05,-0.024,0.074,-0.221,-0.249,0.183,0
37.644,0.05,-0.024,0.072,-0.223,-0.249,0.183,0
37.671,0.051,-0.023,0.068,-0.225,-0.249,0.183,0
37.697,0.051,-0.022,0.063,-0.227,-0.25,0.183,0
37.724,0.052,-0.022,0.059,-0.23,-0.25,0.183,0
37.752,0.052,-0.021,0.056,-0.232,-0.25,0.183,0
37.777,0.053,-0.021,0.055,-0.233,-0.25,0.183,0
37.803,0.053,-0.02,0.053,-0.235,-0.251,0.183,0
37.83,0.054,-0.019,0.052,-0.237,-0.251,0.183,0
37.857,0.054,-0.019,0.051,-0.239,-0.251,0.183,0
37.883,0.055,-0.019,0.05,-0.24,-0.251,0.183,0
37.91,0.056,-0.019,0.05,-0.242,-0.251,0.183,0
37.937,0.056,-0.018,0.049,-0.244,-0.251,0.183,0
37.964,0.057,-0.018,0.048,-0.246,-0.251,0.183,0
37.991,0.057,-0.018,0.047,-0.247,-0.252,0.183,0
38.019,0.058,-0.018,0.045,-0.249,-0.252,0.183,0
38.046,0.059,-0.018,0.044,-0.251,-0.252,0.183,0
38.075,0.059,-0.018,0.042,-0.252,-0.252,0.183,0
38.109,0.06,-0.018,0.04,-0.254,-0.252,0.183,0
38.145,0.061,-0.018,0.037,-0.256,-0.252,0.183,0
38.171,0.061,-0.018,0.035,-0.258,-0.252,0.183,0
38.198,0.062,-0.018,0.032,-0.259,-0.252,0.183,0
38.224,0.062,-0.017,0.03,-0.26,-0.252,0.183,0
38.251,0.063,-0.017,0.028,-0.261,-0.252,0.184,0
38.279,0.063,-0.016,0.025,-0.263,-0.252,0.184,0
38.308,0.064,-0.015,0.023,-0.264,-0.252,0.184,0
38.333,0.065,-0.013,0.02,-0.265,-0.252,0.184,0
38.361,0.065,-0.012,0.017,-0.266,-0.252,0.184,0
38.388,0.066,-0.011,0.015,-0.267,-0.252,0.184,0
38.417,0.066,-0.01,0.013,-0.267,-0.251,0.183,0
38.446,0.067,-0.01,0.012,-0.268,-0.251,0.183,0
38.472,0.067,-0.009,0.011,-0.269,-0.251,0.183,0
38.501,0.068,-0.008,0.01,-0.27,-0.251,0.183,0
38.531,0.068,-0.008,0.01,-0.271,-0.25,0.183,0
38.558,0.069,-0.008,0.01,-0.271,-0.25,0.183,0
38.586,0.069,-0.008,0.009,-0.272,-0.25,0.183,0
38.614,0.07,-0.008,0.009,-0.273,-0.25,0.183,0
38.641,0.07,-0.008,0.009,-0.274,-0.249,0.183,0
38.67,0.07,-0.008,0.009,-0.274,-0.249,0.183,0
38.696,0.07,-0.008,0.009,-0.275,-0.249,0.183,0
38.72,0.071,-0.009,0.009,-0.276,-0.248,0.183,0
38.749,0.071,-0.009,0.009,-0.277,-0.248,0.183,0
38.775,0.071,-0.009,0.01,-0.277,-0.248,0.184,0
38.803,0.071,-0.009,0.01,-0.278,-0.247,0.184,0
38.83,0.071,-0.009,0.01,-0.279,-0.247,0.184,0
38.858,0.071,-0.009,0.01,-0.28,-0.247,0.184,0
38.885,0.071,-0.01,0.01,-0.28,-0.247,0.184,0
38.912,0.071,-0.01,0.01,-0.281,-0.246,0.184,0
38.937,0.071,-0.01,0.009,-0.282,-0.246,0.184,0
38.966,0.071,-0.01,0.009,-0.282,-0.246,0.184,0
39.003,0.071,-0.01,0.008,-0.284,-0.245,0.184,0
39.031,0.071,-0.01,0.008,-0.284,-0.245,0.184,0
39.057,0.071,-0.01,0.006,-0.285,-0.245,0.184,0
39.083,0.071,-0.011,0.005,-0.285,-0.245,0.184,0
39.114,0.07,-0.011,0.003,-0.286,-0.244,0.185,0
39.14,0.07,-0.011,0.002,-0.287,-0.244,0.185,0
39.167,0.07,-0.011,0.001,-0.287,-0.244,0.185,0
39.193,0.07,-0.012,0,-0.288,-0.244,0.185,0
39.232,0.07,-0.012,-0.001,-0.288,-0.243,0.185,0
39.27,0.07,-0.012,-0.001,-0.289,-0.243,0.185,0
39.297,0.07,-0.012,-0.002,-0.289,-0.243,0.185,0
39.323,0.069,-0.012,-0.002,-0.29,-0.242,0.186,0
39.348,0.069,-0.012,-0.003,-0.29,-0.242,0.186,0
39.374,0.069,-0.012,-0.003,-0.29,-0.242,0.186,0
39.401,0.069,-0.012,-0.003,-0.291,-0.242,0.186,0
39.428,0.069,-0.012,-0.004,-0.291,-0.242,0.186,0
39.455,0.069,-0.012,-0.004,-0.292,-0.241,0.186,0
39.481,0.069,-0.011,-0.005,-0.292,-0.241,0.186,0
39.509,0.069,-0.011,-0.006,-0.292,-0.241,0.186,0
39.536,0.068,-0.011,-0.007,-0.292,-0.241,0.186,0
39.563,0.068,-0.011,-0.008,-0.293,-0.24,0.187,0
39.59,0.068,-0.01,-0.009,-0.293,-0.24,0.187,0
39.618,0.068,-0.01,-0.011,-0.293,-0.24,0.187,0
39.643,0.068,-0.01,-0.012,-0.293,-0.24,0.187,0
39.669,0.068,-0.009,-0.013,-0.293,-0.239,0.187,0
39.696,0.068,-0.009,-0.015,-0.293,-0.239,0.187,0
39.723,0.068,-0.008,-0.016,-0.293,-0.239,0.187,0
39.749,0.068,-0.008,-0.018,-0.293,-0.238,0.187,0
39.776,0.068,-0.008,-0.019,-0.293,-0.238,0.187,0
39.802,0.068,-0.008,-0.02,-0.293,-0.238,0.187,0
39.828,0.069,-0.007,-0.021,-0.293,-0.237,0.187,0
39.853,0.069,-0.007,-0.022,-0.293,-0.237,0.187,0
39.88,0.069,-0.007,-0.023,-0.293,-0.237,0.187,0
39.905,0.069,-0.007,-0.024,-0.293,-0.236,0.187,0
39.933,0.069,-0.007,-0.025,-0.292,-0.236,0.188,0
39.958,0.069,-0.006,-0.025,-0.292,-0.236,0.188,0
39.986,0.069,-0.006,-0.026,-0.292,-0.235,0.188,0
40.011,0.069,-0.006,-0.027,-0.292,-0.235,0.188,0
40.037,0.069,-0.006,-0.027,-0.291,-0.235,0.188,0
40.065,0.07,-0.006,-0.028,-0.291,-0.234,0.188,0
40.09,0.07,-0.006,-0.028,-0.291,-0.234,0.188,0
40.122,0.07,-0.006,-0.029,-0.29,-0.233,0.188,0
40.151,0.07,-0.006,-0.029,-0.29,-0.233,0.188,0
40.179,0.07,-0.006,-0.029,-0.29,-0.232,0.188,0
40.205,0.07,-0.005,-0.029,-0.289,-0.232,0.188,0
40.232,0.07,-0.005,-0.029,-0.289,-0.232,0.188,0
40.257,0.07,-0.005,-0.028,-0.289,-0.231,0.188,0
40.285,0.07,-0.005,-0.028,-0.288,-0.231,0.188,0
40.31,0.07,-0.005,-0.028,-0.288,-0.23,0.188,0
40.336,0.07,-0.005,-0.027,-0.288,-0.23,0.188,0
40.363,0.07,-0.005,-0.025,-0.288,-0.23,0.188,0
40.394,0.07,-0.005,-0.023,-0.287,-0.229,0.189,0
40.419,0.07,-0.004,-0.021,-0.287,-0.229,0.189,0
40.447,0.07,-0.004,-0.019,-0.287,-0.228,0.189,0
40.472,0.07,-0.004,-0.018,-0.287,-0.228,0.189,0
40.501,0.07,-0.004,-0.018,-0.287,-0.228,0.189,0
40.526,0.07,-0.004,-0.017,-0.287,-0.227,0.189,0
40.551,0.07,-0.004,-0.016,-0.287,-0.227,0.189,0
40.577,0.069,-0.004,-0.016,-0.287,-0.226,0.189,0
40.602,0.069,-0.004,-0.016,-0.287,-0.226,0.189,0
40.629,0.069,-0.004,-0.016,-0.287,-0.226,0.189,0
40.653,0.069,-0.004,-0.016,-0.287,-0.225,0.189,0
40.679,0.069,-0.004,-0.016,-0.287,-0.225,0.189,0
40.706,0.069,-0.004,-0.015,-0.287,-0.224,0.189,0
40.733,0.069,-0.004,-0.015,-0.287,-0.224,0.189,0
40.757,0.069,-0.004,-0.015,-0.287,-0.223,0.189,0
40.784,0.068,-0.004,-0.015,-0.287,-0.223,0.189,0
40.809,0.068,-0.003,-0.015,-0.287,-0.223,0.189,0
40.836,0.068,-0.003,-0.015,-0.287,-0.222,0.189,0
40.861,0.068,-0.003,-0.016,-0.287,-0.222,0.189,0
40.886,0.068,-0.003,-0.016,-0.287,-0.221,0.189,0
40.912,0.068,-0.003,-0.016,-0.287,-0.221,0.19,0
40.941,0.068,-0.003,-0.016,-0.287,-0.221,0.19,0
40.966,0.068,-0.003,-0.016,-0.287,-0.22,0.19,0
40.991,0.068,-0.003,-0.016,-0.287,-0.22,0.19,0
41.019,0.068,-0.003,-0.017,-0.287,-0.219,0.19,0
41.046,0.068,-0.003,-0.017,-0.287,-0.219,0.19,0
41.072,0.068,-0.003,-0.018,-0.286,-0.218,0.19,0
41.1,0.068,-0.003,-0.019,-0.286,-0.218,0.19,0
41.128,0.068,-0.002,-0.02,-0.286,-0.217,0.19,0
41.156,0.068,-0.002,-0.021,-0.286,-0.217,0.19,0
41.182,0.068,-0.002,-0.022,-0.286,-0.216,0.19,0
41.209,0.068,-0.002,-0.023,-0.286,-0.216,0.19,0
41.234,0.068,-0.002,-0.023,-0.285,-0.216,0.19,0
41.261,0.068,-0.002,-0.023,-0.285,-0.215,0.19,0
41.286,0.068,-0.002,-0.023,-0.285,-0.215,0.19,0
41.311,0.068,-0.002,-0.023,-0.285,-0.214,0.19,0
41.337,0.068,-0.002,-0.023,-0.284,-0.214,0.19,0
41.362,0.068,-0.002,-0.022,-0.284,-0.213,0.19,0
41.387,0.068,-0.002,-0.022,-0.284,-0.213,0.19,0
41.412,0.068,-0.002,-0.021,-0.284,-0.212,0.19,0
41.439,0.068,-0.002,-0.02,-0.284,-0.212,0.19,0
41.464,0.068,-0.002,-0.02,-0.284,-0.212,0.19,0
41.491,0.068,-0.002,-0.019,-0.283,-0.211,0.19,0
